Aaron Ramsey,England,Midfielder,,21/01/2003
Sal guez,Spain,Midfielder,184cm,21/11/1994(27)
Eddie Nketiah,England,Forward,175cm,30/05/1999(22)
Nicolas Nkoulou,Cameroon,Defender,184cm,27/03/1990(32)
Niels Nkounkou,France,Defender,180cm,01/11/2000
Mark Noble,England,Midfielder,180cm,08/05/1987(34)
Mathias Normann,Norway,Midfielder,179cm,28/05/1996(25)
Will Norris,England,Goalkeeper,195cm,12/08/1993(28)
Nuno Tavares,Portugal,Defender,183cm,26/01/2000(22)
rjan Nyland,Norway,Goalkeeper,192cm,10/09/1990
Christian Nrgaard,Denmark,Midfielder,187cm,10/03/1994(28)
Kane O'Connor,Scotland,Defender,,17/01/2001
Michael Obafemi,Ireland,Forward,169cm,06/07/2000
Ademipo Odubeko,Ireland,Forward,,21/10/2002
Chituru Odunze,United States,Goalkeeper,200cm,14/10/2002(19)
Odeluga Offiah,England,Defender,,26/10/2002(19)
Angelo Ogbonna,Italy,Defender,191cm,23/05/1988(33)
Mazeed Ogungbo,Ireland,Defender,,20/10/2002(19)
Sheyi Ojo,England,Midfielder,177cm,19/06/1997
Jakub Ojrzynski,Poland,Goalkeeper,,19/02/2003
Armstrong Oko-Flex,Ireland,Forward,,02/03/2002(20)
Arthur Okonkwo,England,Goalkeeper,198cm,09/09/2001(20)
Maduka Okoye,Nigeria,Goalkeeper,197cm,28/08/1999
Jaakko Oksanen,Finland,Midfielder,,07/11/2000
Kazeem Olaigbe,Belgium,Forward,,02/01/2003(19)
Michael Olise,France,Midfielder,176cm,12/12/2001(20)
Robin Olsen,Sweden,Goalkeeper,198cm,08/01/1990(32)
Josh Oluwayemi,England,Goalkeeper,,13/03/2001
Andrew Omobamidele,Ireland,Defender,188cm,23/06/2002(19)
Tobi Omole,England,Defender,,17/12/1999(22)
Akos Onodi,Hungary,Goalkeeper,,02/09/2001
Tyler Onyango,England,Midfielder,190cm,04/03/2003(19)
Frank Onyeka,Nigeria,Midfielder,183cm,01/01/1998(24)
Divock Origi,Belgium,Forward,185cm,18/04/1995(26)
Owen Otasowie,United States,Midfielder,191cm,06/01/2001
Salah-Eddine Oulad M'hand,Netherlands,Midfielder,,20/08/2003(18)
Aston Oxborough,England,Goalkeeper,,09/05/1998
Alex Oxlade-Chamberlain,England,Midfielder,180cm,15/08/1993(28)
Daniel Oyegoke,England,Defender,,03/01/2003(19)
Pablo Hernndez,Spain,Midfielder,173cm,11/04/1985
Cole Palmer,England,Midfielder,,06/05/2002(19)
Erik Palmer-Brown,United States,Defender,187cm,24/04/1997
Pape Sarr,Senegal,Midfielder,185cm,14/09/2002
Adam Parkes,England,Goalkeeper,,30/11/1999
Troy Parrott,Ireland,Forward,185cm,04/02/2002
Thomas Partey,Ghana,Midfielder,185cm,13/06/1993(28)
Maksim Paskotsi,Estonia,Defender,,19/01/2003(19)
Charlie Patino,England,Midfielder,,17/10/2003(18)
Nathan Patterson,Scotland,Defender,183cm,16/10/2001(20)
Bailey Peacock-Farrell,Northern Ireland,Goalkeeper,193cm,29/10/1996
Myles Peart-Harris,England,Midfielder,,18/09/2002(19)
Pedro Neto,Portugal,Forward,172cm,09/03/2000(22)
Facundo Pellistri,Uruguay,Midfielder,175cm,20/12/2001(20)
Adalberto Pearanda,Venezuela,Forward,185cm,31/05/1997
Nicolas Pp,Cote DIvoire,Forward,183cm,29/05/1995(26)
Ayoze Prez,Spain,Forward,178cm,29/07/1993(28)
Stipe Perica,Croatia,Forward,192cm,07/07/1995
Sonny Perkins,England,Midfielder,,10/02/2004(18)
Romain Perraud,France,Defender,173cm,22/09/1997(24)
Taylor Perry,England,Midfielder,,15/07/2001
Philippe Coutinho,Brazil,Midfielder,172cm,12/06/1992(29)
Kalvin Phillips,England,Midfielder,178cm,02/12/1995(26)
Jaden Philogene-Bidace,England,Midfielder,,08/02/2002
Jordan Pickford,England,Goalkeeper,185cm,07/03/1994(28)
Erik Pieters,Netherlands,Defender,183cm,07/08/1988(33)
Ethan Pinnock,Jamaica,Defender,187cm,29/05/1993(28)
Przemyslaw Placheta,Poland,Midfielder,177cm,23/03/1998(24)
Luke Plange,England,Forward,178cm,04/11/2002
Maurizio Pochettino,Spain,Midfielder,,30/03/2001
Paul Pogba,France,Midfielder,191cm,15/03/1993(29)
Matthew Pollock,England,Defender,,28/09/2001
Nick Pope,England,Goalkeeper,191cm,19/04/1992(29)
Freddie Potts,England,Midfielder,,12/09/2003(18)
Ian Poveda-Ocampo,England,Forward,165cm,09/02/2000
Iker Pozo,Spain,Midfielder,,06/08/2000
Dennis Praet,Belgium,Midfielder,181cm,14/05/1994
Aaron Pressley,Scotland,Forward,189cm,07/11/2001
Isaac Price,Northern Ireland,Forward,,26/09/2003(18)
Davy Prpper,Netherlands,Midfielder,185cm,02/09/1991
Teemu Pukki,Finland,Forward,180cm,29/03/1990(32)
Christian Pulisic,United States,Midfielder,172cm,18/09/1998(23)
Ignacio Pussetto,Argentina,Forward,180cm,21/12/1995(26)
Jarell Quansah,England,Defender,,29/01/2003(19)
Xavi Quintill,Spain,Defender,183cm,23/08/1996
Luka Racic,Denmark,Defender,,08/05/1999
Rafa Mir,Spain,Forward,191cm,18/06/1997
Arjan Raikhy,England,Midfielder,,20/10/2002
Jesurun Rak-Sakyi,England,Midfielder,,05/10/2002(19)
Kayne Ramsay,England,Defender,,10/10/2000
Aaron Ramsdale,England,Goalkeeper,188cm,14/05/1998(23)
Jacob Ramsey,England,Midfielder,,28/05/2001(20)
Darren Randolph,Ireland,Goalkeeper,188cm,12/05/1987(34)
Raphinha,Brazil,Forward,176cm,14/12/1996(25)
Marcus Rashford,England,Forward,180cm,31/10/1997(24)
Milot Rashica,Kosovo,Midfielder,177cm,28/06/1996(25)
David Raya,Spain,Goalkeeper,183cm,15/09/1995(26)
Nathan Redmond,England,Midfielder,173cm,06/03/1994(28)
Sergio Reguiln,Spain,Defender,178cm,16/12/1996(25)
Winston Reid,New Zealand,Defender,190cm,03/07/1988
Omar Rekik,Tunisia,Defender,186cm,20/12/2001
Rhys Williams,England,Defender,,03/02/2001
Ricardo Pereira,Portugal,Defender,175cm,06/10/1993(28)
Declan Rice,England,Midfielder,185cm,14/01/1999(23)
Taylor Richards,England,Midfielder,180cm,04/12/2000
Lewis Richardson,England,Forward,,07/02/2003(19)
Richarlison,Brazil,Forward,184cm,10/05/1997(24)
Jairo Riedewald,Netherlands,Midfielder,182cm,09/09/1996(25)
Matt Ritchie,Scotland,Midfielder,172cm,10/09/1989(32)
Roberto Firmino,Brazil,Forward,181cm,02/10/1991(30)
Haydon Roberts,England,Defender,,10/05/2002(19)
Andrew Robertson,Scotland,Defender,178cm,11/03/1994(28)
Joe Rodon,Wales,Defender,180cm,22/10/1997(24)
Rodri,Spain,Midfielder,191cm,22/06/1996(25)
Rodrigo,Spain,Forward,182cm,06/03/1991(31)
Jay Rodriguez,England,Forward,185cm,29/07/1989(32)
Mads Roerslev,Denmark,Defender,184cm,24/06/1999(22)
Morgan Rogers,England,Forward,,26/07/2002
Sergio Romero,Argentina,Goalkeeper,192cm,22/02/1987
Oriol Romeu,Spain,Midfielder,183cm,24/09/1991(30)
Salomn Rondn,Venezuela,Forward,186cm,16/09/1989(32)
Danny Rose,England,Defender,173cm,02/07/1990(31)
Jonathan Rowe,England,Forward,173cm,30/04/2003(18)
Rben Dias,Portugal,Defender,186cm,14/05/1997(24)
Rben Neves,Portugal,Midfielder,180cm,13/03/1997(25)
Rben Vinagre,Portugal,Defender,174cm,09/04/1999
John Ruddy,England,Goalkeeper,193cm,24/10/1986(35)
Antonio Rdiger,Germany,Defender,190cm,03/03/1993(29)
Rui Patrcio,Portugal,Goalkeeper,190cm,15/02/1988
Rnar Rnarsson,Iceland,Goalkeeper,186cm,18/02/1995
Lukas Rupp,Germany,Midfielder,178cm,08/01/1991(31)
Mathew Ryan,Australia,Goalkeeper,184cm,08/04/1992
Allan Saint-Maximin,France,Forward,173cm,12/03/1997(25)
Romain Sass,Morocco,Midfielder,190cm,26/03/1990(32)
Henri Saivet,Senegal,Midfielder,174cm,26/10/1990
Bukayo Saka,England,Forward,178cm,05/09/2001(20)
Mamadou Sakho,France,Defender,187cm,13/02/1990
William Saliba,France,Defender,192cm,24/03/2001
Mohammed Salisu,Ghana,Defender,191cm,17/04/1999(22)
Mbwana Samatta,Tanzania,Forward,183cm,23/12/1992
Albert Sambi Lokonga,Belgium,Midfielder,173cm,22/10/1999(22)
Samir,Brazil,Defender,189cm,05/12/1994(27)
Robert Snchez,Spain,Goalkeeper,197cm,18/11/1997(24)
Jadon Sancho,England,Forward,180cm,25/03/2000(22)
Dion Sanderson,England,Defender,,15/12/1999
Philippe Sandler,Netherlands,Defender,188cm,10/02/1997
Morgan Sanson,France,Midfielder,180cm,18/08/1994(27)
Joshua Sargent,United States,Forward,185cm,20/02/2000(22)
Matija Sarkic,Montenegro,Goalkeeper,195cm,23/07/1997(24)
Jeremy Sarmiento,Ecuador,Forward,,16/06/2002(19)
Malang Sarr,France,Defender,182cm,23/01/1999(23)
Charlie Savage,Wales,Midfielder,,02/05/2003(18)
Dane Scarlett,England,Forward,180cm,24/03/2004(18)
Fabian Schr,Switzerland,Defender,188cm,20/12/1991(30)
Kjell Scherpen,Netherlands,Goalkeeper,204cm,23/01/2000(22)
Jeffrey Schlupp,Ghana,Midfielder,178cm,23/12/1992(29)
Kasper Schmeichel,Denmark,Goalkeeper,189cm,05/11/1986(35)
Ken Sema,Sweden,Midfielder,180cm,30/09/1993(28)
Ryan Sessegnon,England,Midfielder,178cm,18/05/2000(21)
Meritan Shabani,Germany,Midfielder,185cm,15/03/1999
Jamie Shackleton,England,Midfielder,168cm,08/10/1999(22)
Xherdan Shaqiri,Switzerland,Midfielder,169cm,10/10/1991
Teddy Sharman-Lowe,England,Goalkeeper,189cm,30/03/2003(19)
Luke Shaw,England,Defender,185cm,12/07/1995(26)
Jonjo Shelvey,England,Midfielder,184cm,27/02/1992(30)
Nathan Shepperd,Wales,Goalkeeper,,10/09/2000
Shola Shoretire,England,Forward,170cm,02/02/2004(18)
Sidnei Tavares,Portugal,Midfielder,,29/09/2001
Francisco Sierralta,Chile,Defender,190cm,06/05/1997(24)
Gylfi Sigurdsson,Iceland,Midfielder,186cm,08/09/1989
Abdallah Sima,Senegal,Forward,,17/06/2001
Dynel Simeu,England,Defender,186cm,13/03/2002
Ellis Simms,England,Forward,,05/01/2001
Kamarai Simon-Swyer,England,Forward,,04/12/2002(19)
Xavier Simons,England,Midfielder,,20/02/2003(19)
Danel Sinani,Luxembourg,Midfielder,185cm,05/04/1997
Viljami Sinisalo,Finland,Goalkeeper,,11/10/2001(20)
Moussa Sissoko,France,Midfielder,187cm,16/08/1989(32)
Melvin Sitti,France,Midfielder,182cm,14/02/2000
Oliver Skipp,England,Midfielder,175cm,16/09/2000(21)
Cieran Slicker,Scotland,Goalkeeper,,15/09/2002(19)
Thierry Small,England,Defender,,01/08/2004(17)
William Smallbone,Ireland,Forward,,21/02/2000(22)
Tom Smith,England,Goalkeeper,,30/01/2002
Emile Smith Rowe,England,Midfielder,182cm,28/07/2000(21)
Son Heung-Min,South Korea,Forward,183cm,08/07/1992(29)
Andreas Sndergaard,Denmark,Goalkeeper,189cm,17/01/2001
Jude Soonsup-Bell,England,Forward,,10/01/2004(18)
Sebastian Soto,United States,Forward,183cm,28/07/2000
Tomas Soucek,Czech Republic,Midfielder,192cm,27/02/1995(27)
Boubakary Soumar,France,Midfielder,188cm,27/02/1999(23)
Kamal Sowah,Ghana,Midfielder,179cm,09/01/2000
aglar Sync,Turkey,Defender,185cm,23/05/1996(25)
Tony Springett,England,Midfielder,,
Jason Steele,England,Goalkeeper,188cm,18/08/1990(31)
Jed Steer,England,Goalkeeper,183cm,23/09/1992
Zack Steffen,United States,Goalkeeper,191cm,02/04/1995(27)
Dale Stephens,England,Midfielder,169cm,12/06/1989(32)
Dujon Sterling,England,Defender,186cm,24/10/1999
Finley Stevens,Wales,Defender,,10/04/2003(19)
Toby Stevenson,England,Defender,,22/11/1999
Marco Stiepermann,Germany,Forward,190cm,09/02/1991
Jakub Stolarczyk,Poland,Goalkeeper,,19/12/2000
John Stones,England,Defender,188cm,28/05/1994(27)
James Storer,England,Goalkeeper,,
Robert Street,England,Forward,,26/09/2001
Pascal Struijk,Netherlands,Defender,190cm,11/08/1999(22)
Stuart Armstrong,Scotland,Midfielder,183cm,30/03/1992(30)
Isaac Success,Nigeria,Forward,186cm,07/01/1996
Thanawat Suengchitthawon,Thailand,Midfielder,,08/01/2000(22)
Crysencio Summerville,Netherlands,Midfielder,174cm,30/10/2001(20)
Zak Swanson,England,Defender,,28/09/2000(21)
Sil Swinkels,Netherlands,Defender,,06/01/2004(18)
Jacob Srensen,Denmark,Midfielder,,03/03/1998(24)
Michael Tait,England,Forward,,29/01/2001
Japhet Tanganga,England,Defender,184cm,31/03/1999(23)
Matt Targett,England,Defender,183cm,18/09/1995(26)
James Tarkowski,England,Defender,185cm,19/11/1992(29)
Percy Tau,South Africa,Forward,175cm,13/05/1994
Neil Taylor,Wales,Defender,176cm,07/02/1989
Allan Tchaptchet,France,Defender,193cm,21/12/2001
Nathan Tella,England,Midfielder,,05/07/1999(22)
Thiago,Spain,Midfielder,174cm,11/04/1991(31)
Thiago Silva,Brazil,Defender,183cm,22/09/1984(37)
Bobby Thomas,England,Defender,,30/01/2001(21)
Dominic Thompson,England,Defender,,26/07/2000
Youri Tielemans,Belgium,Midfielder,176cm,07/05/1997(24)
Kieran Tierney,Scotland,Defender,178cm,05/06/1997(24)
Tom Dele-Bashiru,Nigeria,Midfielder,183cm,17/09/1999
Takehiro Tomiyasu,Japan,Defender,188cm,05/11/1998(23)
James Tomkins,England,Defender,192cm,29/03/1989(33)
Jonathan Tomkinson,United States,Defender,,11/04/2002(20)
Tommi O'Reilly,England,Midfielder,,15/12/2003(18)
Fikayo Tomori,England,Defender,185cm,19/12/1997
Ivan Toney,England,Forward,179cm,16/03/1996(26)
Lucas Torreira,Uruguay,Midfielder,168cm,11/02/1996
Ferran Torres,Spain,Forward,184cm,29/02/2000
Cenk Tosun,Turkey,Forward,183cm,07/06/1991(30)
Toti,Portugal,Defender,187cm,16/01/1999(23)
Andros Townsend,England,Midfielder,181cm,16/07/1991(30)
James Trafford,England,Goalkeeper,,10/10/2002
Bertrand Traor,Burkina Faso,Forward,181cm,06/09/1995(26)
Trzguet,Egypt,Midfielder,180cm,01/10/1994
Trinco,Portugal,Forward,184cm,29/12/1999(22)
Kieran Trippier,England,Defender,178cm,19/09/1990(31)
William Troost-Ekong,Nigeria,Defender,191cm,01/09/1993(28)
Leandro Trossard,Belgium,Forward,171cm,04/12/1994(27)
Nathan Trott,England,Goalkeeper,188cm,21/11/1998
Auston Trusty,United States,Defender,191cm,12/08/1998
Tom Trybull,Germany,Midfielder,181cm,09/03/1993
Konstantinos Tsimikas,Greece,Defender,178cm,12/05/1996(25)
Antef Tsoungui,England,Defender,,30/12/2002(19)
Axel Tuanzebe,England,Defender,186cm,14/11/1997
Ozan Tufan,Turkey,Midfielder,179cm,23/03/1995
Ed Turns,Wales,Defender,,18/10/2002(19)
Harry Tyrer,England,Goalkeeper,,06/12/2001(20)
Christos Tzolis,Greece,Forward,184cm,30/01/2002(20)
Ik Ugbo,Canada,Forward,184cm,21/09/1998
Deniz Undav,Germany,Forward,179cm,19/07/1996
Cengiz nder,Turkey,Forward,173cm,14/07/1997
Harvey Vale,England,Midfielder,,11/09/2003(18)
Joel Valencia,Ecuador,Forward,164cm,16/11/1994
Yan Valery,France,Defender,180cm,22/02/1999(23)
Patrick van Aanholt,Netherlands,Defender,176cm,29/08/1990
Donny van de Beek,Netherlands,Midfielder,184cm,18/04/1997(24)
Virgil van Dijk,Netherlands,Defender,193cm,08/07/1991(30)
Mikki van Sas,Netherlands,Goalkeeper,,29/02/2004
Raphal Varane,France,Defender,191cm,25/04/1993(28)
Jamie Vardy,England,Forward,179cm,11/01/1987(35)
Indiana Vassilev,United States,Forward,173cm,16/02/2001
Jol Veltman,Netherlands,Defender,184cm,15/01/1992(30)
Jannik Vestergaard,Denmark,Defender,199cm,03/08/1992(29)
Vitinha,Portugal,Midfielder,172cm,13/02/2000
Nikola Vlasic,Croatia,Midfielder,178cm,04/10/1997(24)
Jake Vokins,England,Defender,180cm,17/03/2000
Mario Vrancic,Bosnia & Herzegovina,Midfielder,187cm,23/05/1989
Matej Vydra,Czech Republic,Forward,180cm,01/05/1992(29)
Theo Walcott,England,Forward,176cm,16/03/1989(33)
Jake Walker,England,Defender,,03/11/2000
Kyle Walker-Peters,England,Defender,173cm,13/04/1997(24)
Sam Waller,England,Goalkeeper,,09/09/2003(18)
Christian Walton,England,Goalkeeper,182cm,09/11/1995
Aaron Wan-Bissaka,England,Defender,183cm,26/11/1997(24)
Wanya Maral-Madivadua,Portugal,Midfielder,,19/10/2002(19)
Joel Ward,England,Defender,188cm,29/10/1989(32)
James Ward-Prowse,England,Midfielder,173cm,01/11/1994(27)
Ollie Watkins,England,Forward,180cm,30/12/1995(26)
Caleb Watts,Australia,Midfielder,171cm,16/01/2002
Adam Webster,England,Defender,191cm,04/01/1995(27)
Wout Weghorst,Netherlands,Forward,197cm,07/08/1992(29)
Jensen Weir,England,Midfielder,184cm,31/01/2002
Danny Welbeck,England,Forward,185cm,26/11/1990(31)
Reece Welch,England,Defender,,19/09/2003(18)
Jack Wells-Morrison,England,Midfielder,,18/02/2004(18)
Timo Werner,Germany,Forward,180cm,06/03/1996(26)
Wesley Moraes,Brazil,Forward,191cm,26/11/1996
Ashley Westwood,England,Midfielder,175cm,01/04/1990(32)
Charlie Whitaker,England,Midfielder,,16/09/2003(18)
Benjamin White,England,Defender,182cm,08/10/1997(24)
Alfie Whiteman,England,Goalkeeper,189cm,02/10/1998
Connor Wickham,England,Forward,191cm,31/03/1993
Georginio Wijnaldum,Netherlands,Midfielder,175cm,11/11/1990
Dylan Williams,England,Defender,,13/09/2003(18)
Willian,Brazil,Forward,175cm,09/08/1988
Willian Jos,Brazil,Forward,189cm,23/11/1991
Joseph Willock,England,Midfielder,179cm,20/08/1999(22)
Ben Wilmot,England,Defender,188cm,04/11/1999
Harry Wilson,Wales,Midfielder,173cm,22/03/1997
Joshua Wilson-Esbrand,England,Defender,,26/12/2002(19)
Harry Winks,England,Midfielder,178cm,02/02/1996(26)
Yoane Wissa,DR Congo,Midfielder,176cm,03/09/1996(25)